"_id","author_details","title","isbn","publisher","date_published","rating","bookshelf_id","bookshelf","read","series_details","pages","notes","list_price","anthology","location","read_start","read_end","format","signed","loaned_to","anthology_titles","description","genre","date_added","goodreads_book_id","last_goodreads_sync_date","last_update_date","book_uuid",
"477","Gryski, Camilla|Sankey, Tom","Cat's Cradle, Owl's Eyes: a Book Of String Games","9780688039417","Beech Tree Books","1991","0","7,","audrey,","0","","78","","","0","","","","Paperback","0","","","With easy, step-by-step instructions and more than 200 diagrams, anyone can master these 40 delightful string games. ""Children, as well as adults, will be carrying strings to amuse and amaze.""--School Library Journal.","Juvenile Nonfiction / Games & Activities / General","2013-01-10 04:58:44","0","0000-00-00","2013-01-10 04:58:46","ecadb85f76897476332ef26a2ced3548",
"478","Dahl, Roald|Blake, Quentin","Fantastic Mr. Fox","9780142410349","Puffin","2007-08-16","0","7,","audrey,","0","","96","","","0","","","","Paperback","0","","","<DIV>Nobody outfoxes Fantastic Mr. Fox!<br><br> Someone's been stealing from the three meanest farmers around, and they know the identity of the thief???it's Fantastic Mr. Fox! Working alone they could never catch him; but now fat Boggis, squat Bunce, and skinny Bean have joined forces, and they have Mr. Fox and his family surrounded. What they don't know is that they're not dealing with just any fox???Mr. Fox would rather die than surrender. Only the most fantastic plan can save him now.</div>","Juvenile Fiction / Humorous Stories","2013-01-10 05:00:42","0","0000-00-00","2013-01-10 05:00:47","e14da15d7f74481ebac9c9a022092b41",
"479","Scarry, Richard","Richard Scarry's Best Storybook Ever!","0307165485","Golden Books","2000-06-08","0","7,","audrey,","0","Giant Little Golden Book","288","","","0","","","","Hardbound","0","","","From the cheery sun on the first page, to the sleepy moon on the last, and throughout all 290 pages in between, there are stories, rhymes and fun with the one-and-only Richard Scarry. Classic tales, alphabet and counting stories, lots of new words and concepts, and visits around town, to the airport, and across the world make this essential book that will captivate even the most restless child.","Juvenile Fiction / Short Stories","2013-01-10 05:02:41","0","0000-00-00","2013-01-10 05:02:42","f5be9e5233d7e0dcde2d4a34b5f4a04c",
"480","Milne, A. A.|Winkel, Lois|Gaver, Mary Virginia","Winnie-the-pooh","0525430350","Dutton Juvenile","1961-10-25","0","7,","audrey,","0","Winnie-the-Pooh (1)","177","","","0","","","","Hardbound","0","","","Handsomely packaged in a wood-branded gift box, this unabridged collection marks the first time that all of Milne's 10 classic stories from Winnie-the-Pooh and 44 delightful verses from When We Were Very Young have been recorded. 4 cassettes.","","2013-01-11 01:41:38","0","0000-00-00","2013-01-11 01:41:47","94b9427f5a7eb35a95e524a5716f0726",
"481","Tafuri, Nancy","I Love You, Little One","9780439137461","Scholastic Press","2000-03-01","0","7,","audrey,","0","","15","","","0","","","","Board Book","0","","","Deep in the woods, animal mothers reassure their little ones of the many ways they are loved. <p> Endearing, full-colour artwork from a Caldecott Honor artist highlights the bond between parent and baby.","Juvenile Fiction / Social Issues / Emotions & Feelings","2013-01-11 01:42:34","0","0000-00-00","2013-01-11 01:42:36","cfb921b29c3132298ace81d01f0bf612",
"482","Yolen, Jane","How Do Dinosaurs Eat Cookies?","9780545382533","Cartwheel Books","2012-01-01","0","7,","audrey,","0","","14","","","0","","","","Board Book","0","","","<DIV>How do dinosaurs make cookies? The only way they know how--with scratch-and-sniff cookie scents throughout!<br><br>These classic, bestselling characters from Jane Yolen and Mark Teague are through eating dinner and they are ready for dessert!<br><br>With cookie-themed scratch-and-sniff scents throughout, Jane Yolen and Mark Teague's deliciously funny dinosaurs are given a brand new sense, the sense of smell! With the aromas of chocolate, cinnamon, strawberry, and more, this is definitely the sweetest treat for all dinosaur fans!<br><br>Includes 2 Dino-Cookie Recipes:<br>- Cinnama-Saurus Rex (cinnamon oatmeal cookies)<br><br>- Fossilized Lemon Tracks (lemon sugar cookies)<br></div>","Juvenile Fiction / Cooking & Food","2013-01-11 01:43:30","0","0000-00-00","2013-01-11 01:43:32","641e2926f538542ee23987535e27b1e9",
"483","Shea, Bob","I'm a Shark","9780061998461","Balzer + Bray","2011-04-26","0","7,","audrey,","0","","40","Gift from Nicky","","0","","","","Hardbound","0","","","<p> Shark's not afraid of anything. </p> <p> The dark? </p> <p> Nah. </p> <p> A big mean bear? </p> <p> Don't make him laugh! </p> <p> But there is <em>one</em> thing that even Shark fears. . . . Can you guess what it is? </p>","Juvenile Fiction / Social Issues / Emotions & Feelings","2013-01-11 01:44:25","0","0000-00-00","2013-01-11 01:44:42","a3d0336804ee183da030eaa6be6c7279",
"484","Shea, Bob","Dinosaur Vs. the Library","9781423133384","Hyperion Book Ch","2011-09-27","0","7,","audrey,","0","Dinosaur vs.","40","Gift from Nicky","","0","","","","Hardbound","0","","","Dinosaur is going to one of his favorite places: the library! On the way, he invites his friends--a??lonesome turtle, a sad owl and more--??to roar along with him. But how will his roaring go over at the library? Has Dinosaur finally met his match in Storytime?</DIV><DIV>??</DIV><DIV>By combining??everyone's favorite feisty red dinosaur with a variety of animals and a celebration of reading, author-illustrator-designer Bob Shea has created another irresistable romp for toddlers and parents to enjoy together.<BR>","Juvenile Fiction / Books & Libraries","2013-01-11 01:45:26","0","0000-00-00","2013-01-11 01:45:44","bb097386c1d085942ef4c16eb61d6821",
"485","DiPucchio, Kelly","Crafty Chloe","9781442421233","Atheneum Books For Young Readers","2012-02-21","0","7,","audrey,","0","","40","Gift from Jessica","","0","","","","Hardbound","0","","","<b >Fancy Nancy meets Martha Stewart in Crafty Chloe, the adorable DIY star of a new picture book series!</b><P>When another girl has already purchased the most perfect birthday gift for Chloe???s friend Emma, Chloe decides she???ll make a present???something you can???t buy in a store. But crafting isn???t easy, and it???s beginning to look like she won???t have a great idea in time. Fortunately, with a good doodle session and a whole lot of glitter to inspire her, Chloe figures out just the thing to save the day???and with a little help from her trusty glue gun, she just might save a friendship, too!<P>This inventive and irresistible picture book will have young readers itching to reach for their googly eyes.<P><B>Check out CraftyChloe.com to learn how to make the cool crafts featured in the book!<P></B>","Juvenile Fiction / Imagination & Play","2013-01-11 01:46:12","0","0000-00-00","2013-01-11 01:46:32","40635e71565b67965540e13b9bb9f016",
"486","Seuss, Dr.","Cat in the Hat, The","9780394800011","Random House","1986","0","7,","audrey,","0","The Cat in the Hat (1)","72","","","0","","","","Hardbound","0","","","Two children sitting at home on a rainy day are visited by the cat in the hat who shows them some tricks and games.","Pets / Cats / General","2013-01-11 01:46:54","0","0000-00-00","2013-01-11 01:46:56","a47ba25c8ad1c51d07619fd3dc8af973",
"487","Deneux, Xavier","My Animals (Black & White","9780802797872","Walker Childrens","2008-05-13","0","7,","audrey,","0","Walker & Company)","18","","","0","","","","Board Book","0","","","<DIV><DIV><P>A black-and-white delight for babies and beyond!</P><P>Everyone will love Xavier Deneux???s stylish animal menagerie. With playful cut-outs and splashes of color, this high-contrast book is perfect for introducing favorites from our wild kingdom. You won???t want to put down this feast for the senses!</P><P>??</P></DIV></DIV>","Juvenile Fiction / Concepts / Words","2013-01-11 01:50:02","0","0000-00-00","2013-01-11 01:50:06","f8f732f90e2b8149c91430380951053a",
"488","Gergely, Tibor","Fire Engine Book, The","9780307960245","Golden Books","2001-02-01","0","7,","audrey,","0","Little Golden Book","24","","","0","","","","Hardbound","0","","","Children will feel as though they are riding the big red fire engines and hearing the ""clang, clang"" of the bell! Large-scale, active pictures will transport young readers to the scene where they'll see brave firemen connect hoses and save the day. A Little Golden Book Classic!","Juvenile Fiction / Transportation / Railroads & Trains","2013-01-11 01:51:06","0","0000-00-00","2013-01-11 01:51:08","85a28a5bf3c727c587579e8b82f8b7d6",
"489","Lopshire, Robert","Put Me in the Zoo (Bright & Early Board Book","9780375812156","Random House Books For Young Readers","2001-11-27","0","7,","audrey,","0","TM)|Lopshire's Spot (1)","24","","","0","","","","Board Book","0","","","They say a leopard can???t change his spots???but Spot sure can! Babies and toddlers will love pointing out the colors of his changing spots in this delightful, rhyming adaptation of Robert Lopshire???s classic Bright and Early Book.<br><br>","Juvenile Fiction / Concepts / Colors","2013-01-11 01:52:48","0","0000-00-00","2013-01-11 01:52:49","80beae599597f8b45cdf2f4b361ef63b",
"490","Emberley, Rebecca","My Numbers/ Mis Numeros","0316233501","Lb Kids","2000-09-01","0","7,","audrey,","0","","10","","","0","","","","Board Book","0","","","The vibrant colors and large text in this enchanting collection of bilingual board books make learning easy and fun. Boldly colored construction paper cutouts on stark white backgrounds introduce the basic concepts of colors, numbers, shapes, and opposites in a way that will engage little ones again and again. Text copyright 2004 Lectorum Publications, Inc.","Juvenile Nonfiction / Foreign Language Study / Spanish","2013-01-11 01:54:00","0","0000-00-00","2013-01-11 01:54:03","577895385f49c9d9f778af7ca12dde3b",
"491","Briggs, Raymond","Snowman, The","0679809066","Random House Books For Young Readers","1990-10-17","0","7,","audrey,","0","","36","","","0","","","","Hardbound","0","","","This is the evocative story of a small boy's friendship with a snowman and their flight together over the sparkling winter landscape. Told without words through Raymond Briggs' gentle, atmospheric pictures, the book is about the innocence and wonder of childhood.","Self-Help / Dreams","2013-01-11 01:54:31","0","0000-00-00","2013-01-11 01:54:32","bcefc0edc5bb880ebc4a9f52986d1413",
"492","Lesieg, Theodore|Le Sieg, Theo|LeSieg, Theo","Tooth Book, The","0394948254","Random House Books For Young Readers","1981-08-12","0","7,","audrey,","0","A Bright & Early Book (25)","41","","","0","","","","Hardbound","0","","","Illus. in full color. ""Rhymes, in typical LeSieg style, about who has teeth, who doesn't and how to keep the ones you have. Roy McKie's bright cartoons and the text's rhythms will make this popular with the missing-tooth set.""--<i>School Library Journal.????</i>","Juvenile Fiction / Readers / Beginner","2013-01-11 01:56:10","0","0000-00-00","2013-01-11 01:56:45","30544e418b51a759d3f94d0ec5f9a6f6",
"493","Scarry, Richard","Richard Scarry's Busiest Firefighters Ever","0307301400","Golden Books","1993-12-07","0","7,","audrey,","0","Little Golden Books","24","","","0","","","","Hardbound","0","","","Sparky, Smokey, Snozzle, and Squirty are the valiant firepigs who keep Busytown safe. But their busy days are much more than just putting out fires. They come when Hilda drops her keys in the drain, and they help Mr. Frumble with his pickle car. It's also important that they keep the firehouse neat and clean. But, of course, putting out fires may be their most important job.??<br>Once again, Richard Scarry's trademark humor and silly picture details will enchant readers who, again and again, will want to hear the adventures of these perhaps overambitious firefighters. ??","Juvenile Fiction / Business, Careers, Occupations","2013-01-11 01:58:27","0","0000-00-00","2013-01-11 01:58:28","307d3cd03a9ecbb8f7bbdf67a2ee44ae",
"494","McCloskey, Robert","Blueberries For Sal","0590409239","Penguin Books","1976","0","7,","audrey,","0","","56","","","0","","","","Saddle-stitch","0","","","Blueberries for Sal is a children's picture book by Robert McCloskey. It was awarded the Caldecott Honor in 1949.\n\nThe story is of a little girl Sal and her mother as they go out into the country to pick blueberries for winter, and a bear and his mother as they go to eat berries for winter from the other side of the same hill. Set in a small town in Maine this picture book piece uses a single dark blue color and block printing for the illustrations.","Juvenile Fiction / People & Places / United States / General","2013-01-11 01:58:57","0","0000-00-00","2013-01-11 01:58:59","cd16c4c826203472416182b82c9f1d50",
"495","Seuss, Dr.","Great Day For Up (Bright & Early Book","0394829131","Random House Books For Young Readers","1974-08-12","0","7,","audrey,","0","R)","36","","","0","","","","Hardbound","0","","","The meanings of ""up"" are conveyed with merry verse and illustrations in a happy book that celebrates the joy of life.????","Juvenile Fiction / Concepts / Words","2013-01-11 01:59:22","0","0000-00-00","2013-01-11 01:59:23","8974056c86df5f2f9072495fda728597",
"496","Cousins, Lucy","Maisy Plays","9780763614621","Candlewick","2001-05-01","0","7,","audrey,","0","","16","","","0","","","","Board Book","0","","","<b>Two simple yet spirited board books offer all the warmth <br>and innocence Maisy???s millions of fans have come to love.</b><br><br>Two adorable shaped board books celebrate the things Maisy loves most: <br>playing and driving! In MAISY PLAYS, the inimitable mouse paints, strums <br>the guitar, dresses up, and much more. MAISY DRIVES finds her behind the wheel of a train, tractor, airplane???and, of course, her tricycle. In both <br>books, Maisy???s friendly face invites readers to join her in cheery, light-<br>hearted fun.","Juvenile Fiction / Sports & Recreation / General","2013-01-11 02:02:02","0","0000-00-00","2013-01-11 02:02:04","9725d7dfc0e840f2062d6f4e9db91fd5",
"497","Carle, Eric","Very Hungry Caterpillar, The","9780399226908","Philomel","1994-03-23","0","7,","audrey,","0","","13","","","0","","","","Board Book","0","","","<DIV>""The very hungry caterpillar literally eats his way through the pages of the book???and right into your child's heart...""<br>  ???<b>Mother's Manual</b><p>  ""Gorgeously illustrated, brilliantly innovative...""<br>  ???<b>The New York Times Book Review</b> </p></div>","","2013-01-11 02:02:28","0","0000-00-00","2013-01-11 02:02:29","4cbab1eb5ba3716d64883e8ec904857f",
"498","Borton, Paula","My First Book Of Baby Animals","1405452579","Parragon","2005","0","7,","audrey,","0","","","","","0","","","","Board Book","0","","","""Come and meet kitten, lamb, puppy, duckling, piglet, and baby rabbit. find out about where they live, how they grow, and what they get up to!""--P. [4] of cover.","","2013-01-11 02:03:55","0","0000-00-00","2013-01-11 02:04:15","cc7596a6d03cac1f1838cf323502116c",
"499","McNamara, Margaret|Fearing, Mark","Three Little Aliens and the Big Bad Robot, The","9780375866890","Schwartz & Wade","2011-09-27","0","7,","audrey,","0","","40","","","0","","","","Hardbound","0","","","GREEP BOINK MEEP! The three little aliens are happily settling into their new homes when the Big Bad Robot flies in to crack and smack and whack their houses down! A chase across the solar system follows in this out-of-this-world version of the classic <i>Three Little Pigs</i> tale. Margaret McNamara (<i>How Many Seeds in a Pumpkin?</i>) and Mark Fearing (<i>The Book that Eats People</i>) have created a humorous and visually stunning story that kids will adore???and that will introduce them to the planets and the solar system. The endpapers even include a labeled diagram of all the planets.","Juvenile Fiction / Robots","2013-01-11 02:04:43","0","0000-00-00","2013-01-11 02:04:45","8b9274103ffcac64f8f714ac1a892623",
"500","McMullan, Kate","I'm Fast!","9780061920851","Balzer + Bray","2012-01-03","0","7,","audrey,","0","","40","","","0","","","","Hardbound","0","","","<p> Can a train pullin??? half a mile of heavy-duty freight cars make it to Chicago ahead of a speedy little race car?<br /> Through the desert . . . <br /> Through the mountains . . . <br /> Through a blizzard . . . </p> <p> <em>Vvvrrrrrrrrrrrrrrum! </em></p> <p> Chooka Chooka Chooka Chooka </p> <p> The race is on! </p>","Juvenile Fiction / Transportation / General","2013-01-11 02:05:18","0","0000-00-00","2013-01-11 02:05:20","447754d30985c9d3b1b30248333abce6",
"501","Sendak, Maurice","Where the Wild Things Are","9780060254926","Harper Collins","1988-11-09","0","7,","audrey,","0","","48","","","0","","","","Hardbound","0","","","<p>In the forty years since Max first cried ""Let the wild rumpus start,"" Maurice Sendak's classic picture book has become one of the most highly acclaimed and best-loved children's books of all time.??Now, in celebration of this special anniversary, introduce a new generation to Max's imaginative journey to <em>Where the Wild Things Are</em>.</p>","Juvenile Fiction / Family / Parents","2013-01-11 02:05:43","0","0000-00-00","2013-01-11 02:05:55","787c9ceb91f3dfa47ae079114c5722f9",
"502","Barnett, Mac","Extra Yarn","9780061953385","Balzer + Bray","2012-01-17","0","7,","audrey,","0","","40","Gift from Jessica","","0","","","","Hardbound","0","","","<p> This looks like an ordinary box full of ordinary yarn. </p> <p> But it turns out it isn???t. </p>","Juvenile Fiction / Toys, Dolls, Puppets","2013-01-11 02:06:17","0","0000-00-00","2013-01-11 02:06:39","3a0be60e679846c531397e937c1ed349",
"503","Watt, Fiona|Wells, Rachel","That's Not My Robot...","9780794511692","Usborne Books","2005-12-01","0","7,","audrey,","0","Usborne Touchy-Feely Board Books|That's Not My...","10","","","0","","","","Board Book","0","","","This delightful series of board books is aimed at very young children. The bright pictures, with their patches of different textures, are designed to develop sensory and language awareness. Babies and toddlers will love turning the pages and touching the feely patches.","Juvenile Fiction / Concepts / Senses & Sensation","2013-01-11 02:07:08","0","0000-00-00","2013-01-11 02:07:09","a3dab837cbf61358d55be73d06567608",
"504","Willems, Mo","I Am Invited to a Party!","9781423106876","Hyperion Book Ch","2007-07-31","0","7,","audrey,","0","An Elephant and Piggie Book|Elephant and Piggie (4)","64","","","0","","","","Hardbound","0","","","<DIV>Gerald is careful. Piggie is not.<BR>Piggie cannot help smiling. Gerald can.<BR>Gerald worries so that Piggie does not have to.<BR><BR>Gerald and Piggie are best friends.<BR><BR>In <EM>I Am Invited to a Party!</EM>?? Piggie is invited to her first party.?? She doesn't know what to wear, though, so she asks??her best friend Elephant for help.?? Elephant's advice is odd to say the least, so Piggie will try on all sorts of zany outfits before finally arriving at the party for a hilarious surprise.?? </DIV>","","2013-01-11 02:07:31","0","0000-00-00","2013-01-11 02:07:32","9e6a86668284d119839e18df7115b13a",
"505","Murphy, Mary|Campoy, F. Isabel|Ada, Alma Flor","I Like It When . . . /Me Gusta Cuando . . .","9780152060459","Hmh Books","2008-03-01","0","7,","audrey,","0","","22","","","0","","","","Board Book","0","","","<DIV>Mary Murphy's perennial favorite about a little penguin who likes holding hands, dancing, and having all sorts of fun returns in a new bilingual edition.</DIV>","Juvenile Fiction / Social Issues / General","2013-01-11 02:09:51","0","0000-00-00","2013-01-11 02:09:53","483fa9322a8f050a8d3670e1794cfb05",
"506","Books, Golden|Staake, Bob|Muldrow, Diane","Little Golden Picture Dictionary","9780307960351","Golden Books","2002-06-11","0","7,","audrey,","0","Little Golden Book","24","","","0","","","","Hardbound","0","","","This longtime favorite and bestseller is getting a whole new look! Colorful artwork, bold graphics, and modern words???with lively sentences that define them???make this book a sure hit for children and educators alike. The Little Golden Book line has always had a picture dictionary, and we???re pleased to offer this updated version for a new generation.","Juvenile Fiction / Classics","2013-01-11 02:11:37","0","0000-00-00","2013-01-11 02:11:38","d44f5112cd17a4828824f191092d3325",
"507","Scarry, Richard","Is This the House Of Mistress Mouse?","0307102041","Golden Books","2000-12-01","0","7,","audrey,","0","","18","","","0","","","","Board Book","0","","","Mr. Mouse searches for the house of Mistress Mouse and meets other animals on the way. At various points in the text the reader can put a finger into a door and touch furry texture representing an animal.","Juvenile Fiction / Animals / Mice, Hamsters, Guinea Pigs, etc","2013-01-11 02:12:51","0","0000-00-00","2013-01-11 02:12:53","d7df1500357246c43615c3f514e1d824",
"508","Bedford, Annie North","Jolly Barnyard, The","9780375828423","Golden Books","2004-05-11","0","7,","audrey,","0","Little Golden Book","24","","","0","","","","Hardbound","0","","","t???s Farmer Brown???s birthday, and the animals are deciding what they???ll do for him on his special day. <br><br><i>???Cluck! I will give him eggs,??? said the hen. / Said the rooster, ???I???ll wake him in the mornings, then.??? / ???Baa-aa, we???ll give him wool,??? said the sheep. / ???For our fleece is soft and warm and deep.???</i>","Juvenile Fiction / Animals / Farm Animals","2013-01-11 02:13:25","0","0000-00-00","2013-01-11 02:13:28","98ef0537fe7d0301b65ac10778ae4103",
"509","Zolotow, Charlotte","When I Have a Little Girl","9780064431750","Trophy Pr","1988-06-01","0","7,","audrey,","0","","32","","","0","","","","Paperback","0","","","A little girl tells her mother that when she has a little girl her daughter will not be required to do all the ""disgusting"" things mothers usually make their daughters do. An enchanting book about an all-too-familiar subject. Size A. Three-color illustrations.","Juvenile Fiction / Family / Parents","2013-01-11 02:13:53","0","0000-00-00","2013-01-11 02:13:55","35846ea8e0fffcc619d4652d76be5403",
"510","Stewart, Melissa","National Geographic Readers: Dolphins","9781426306525","National Geographic Children's Books","2010-03-23","0","7,","audrey,","0","National Geographic Readers","32","Gift from Jody","","0","","","","Paperback","0","","","Everyone loves the smile on a dolphin???s face. Though smart enough to become theme park tricksters, dolphins are first and foremost wild mammals. Melissa Stewart???s lively text outlines our responsibility to conserve their natural environment. This high-interest book also offers an interactive experience to boost awareness of these adorable creatures.","Juvenile Nonfiction / Readers / Beginner","2013-01-11 02:14:15","0","0000-00-00","2013-01-11 02:14:30","2f1ca1fbba686dedb1425c26d6934e08",
"511","Lieber, Robert|Petrovitch, Aleks","Tallest Tree, The","9781883869625","Golden Gate National Parks","2001","0","7,","audrey,","0","","23","","","0","","","","Board Book","0","","","Board Book produced by the Golden Gate National Park to help support it.","","2013-01-11 02:15:02","0","0000-00-00","2013-01-11 02:16:39","22890d326bb7edcdd1090c1b24124b01",
"512","McBratney, Sam","Guess How Much I Love You","9780763642648","Candlewick","2008-10-14","0","7,","audrey,","0","","24","","","0","","","","Board Book","0","","","""Guess how much I love you,"" says Little Nutbrown Hare. Little Nutbrown Hare shows his daddy how much he loves him: as wide as he can reach and as far as he can hop. But Big Nutbrown Hare, who can reach farther and hop higher, loves him back just as much. Well then Little Nutbrown Hare loves him right up to the moon, but that's just halfway to Big Nutbrown Hare's love for him.","Juvenile Fiction / Family / Parents","2013-01-11 02:18:41","0","0000-00-00","2013-01-11 02:18:42","5d230009610bedc1cb8a868830a5a91e",
"513","Publishing, DK|Sirett, Dawn|Kindersley, Dorling","Baby: Woof Woof!","9780756655082","Dk Preschool","2009-08-17","0","7,","audrey,","0","Baby Chunky Board Books","16","","","0","","","","Board Book","0","","","From fluffy kittens to cute puppies, babies will love meeting the baby animals in this chunky board book. Watch as they lift flaps and explore the shape and texture of the tactile tabs.","Juvenile Nonfiction / Family / New Baby","2013-01-11 02:19:02","0","0000-00-00","2013-01-11 02:19:03","cb168caa12dfb6ec7bf0e7bc71c66bfc",
"514","Brown, Margaret Wise","My World: a Companion to Goodnight Moon","9780694008629","Harperfestival","2003-01","0","7,","audrey,","0","Goodnight Moon (companion)","36","","","0","","","","Board Book","0","","","<p> With delightful illustrations and poetic words, follow the bunny as he greets all things familiar in ""Your world. My world."" </p> <p> The perfect companion to the classic goodnight story, <em>Goodnight Moon.</em> </p>","","2013-01-11 02:19:36","0","0000-00-00","2013-01-11 02:19:38","1af470aac43a61539fef5c3aaae4141c",
"515","Seuss, Dr.","Dr. Seuss's Abc / Beginner Books","9780394800301","Random House Beginner Books","1991","0","7,","audrey,","0","","63","","","0","","","","Hardbound","0","","","""An alphabet book with zany drawings and nonsensical verse provides an entertaining way for small children to learn the letters and their sounds.""--<i>Booklist.????</i>","Juvenile Fiction / Readers / Beginner","2013-01-11 02:21:09","0","0000-00-00","2013-01-11 02:21:12","d17e4cca1f88d9c5d5251bf7583d81b4",
"516","Seuss, Dr.","I Can Read With My Eyes Shut!","0394839129","Random House Books For Young Readers","1978-10-12","0","7,","audrey,","0","Beginner Books","48","","","0","","","","Hardbound","0","","","""In Seuss's familiar rhymed couplets and illustrations, the Cat in the Hat shows Young Cat some wonderful stuff about reading with both eyes open.""--<i>School Library Journal.????</i>","Juvenile Fiction / Readers / Beginner","2013-01-11 02:21:57","0","0000-00-00","2013-01-11 02:21:59","8ddc856c46af329ed6e23c858bb66017",
"517","Sykes, Julie","I Don't Want to Take a Bath!","9781888444346","Little Tiger Press","1998-02-01","0","7,","audrey,","0","","26","","","0","","","","Board Book","0","","","""I don't want to take a bath!"" cries Little Tiger.  Even though   Mommy Tiger tells him taking a bath is fun, Little Tiger does not   agree, and off he scampers into the jungle to play.  He grows dirtier   and dirtier and none of his friends mind - that is until Little Tiger   meets Peacock.","Juvenile Fiction / Social Issues / General","2013-01-11 02:22:32","0","0000-00-00","2013-01-11 02:22:34","2d9da940ead4eb533872e95ab8a32a20",
"518","Krauss, Ruth","Hole is to Dig, A","9780060234058","Harpercollins","1952-09-03","0","7,","audrey,","0","","48","","","0","","","","Hardbound","0","","","<p> What would you say about eye-brows? Miss Krauss and the many children who made suggestions, re-visions, additions (and subtractions) to this book say, ""Eyebrows are to go over eyes."" A face? ""A face is something to have on the front of your head."" Also, ""a face is so you can make faces."" Hands? Well, hands are to hold. And also ""a hand is to hold up when you want your turn."" ""A party is to say how-do-you-do and shake hands"" and also ""a party is to make little children happy."" Of course, a brother is to help you, a package is to look inside, arms are to hug with, and a book is to look at.</p><p>And children will take this book of words and pictures to their hearts.</p>","","2013-01-11 02:23:51","0","0000-00-00","2013-01-11 02:23:53","935f721ae5261bf7f07db59678044c40",
"519","Moore, Lilian","My First Counting Book","0307020673","Golden Books","2001-02-01","0","7,","audrey,","0","","24","","","0","","","","Hardbound","0","","","Count to ten with the most adorable animals illustrated by Garth  Williams! Start with one roly-poly puppy and end with ten nuts from Little  Squirrel. The rhythmic text and charming pictures makes counting as easy as 1,  2, 3. . .","Juvenile Fiction / Concepts / Counting & Numbers","2013-01-11 02:24:24","0","0000-00-00","2013-01-11 02:24:26","6c98d1b33059cbe2082e2dbff76fb0e9",
"520","Brown, Margaret Wise","Runaway Bunny, The","0064430189","Harpercollins","1977-10-12","0","7,","audrey,","0","","48","","","0","","","","Saddle-stitch","0","","","<p/>Clement Hurd redrew some of his pictures for this new edition of the profoundly comforting story of a bunny's imaginary game of hide-and-seek and the lovingly steadfast mother who finds him every time. <p>","Juvenile Fiction / Family / General","2013-01-11 02:25:00","0","0000-00-00","2013-01-11 02:25:01","a5e992535d6f15f1f0daa1bc9ddab3bc",
"521","Marzollo, Jean","Papa, Papa","0439318882","Scholastic","2001","0","7,","audrey,","0","","20","","","0","","","","Saddle-stitch","0","","","<center><strong> Papa Papa</strong></center><p> Your baby is nourished by the special bond of a father's love <p> Tips for reading and sharing: <p> <ul><li> As you read, point to and name each animal <p><li> Hold your baby close while you read","","2013-01-11 02:25:39","0","0000-00-00","2013-01-11 02:25:41","e429b21c67693a96fdefa30bdad1c79f",
"522","Wiesner, David","Flotsam","0618194576","Clarion Books","2006-09-04","0","7,","audrey,","0","","40","","","0","","","","Hardbound","0","","","<DIV>A bright, science-minded boy goes to the beach equipped to collect and examine flotsam--anything floating that has been washed ashore. Bottles, lost toys, small objects of every description are among his usual finds. But there's no way he could have prepared for one particular discovery: a barnacle-encrusted underwater camera, with its own secrets to share . . . and to keep.<BR><BR>In each of his amazing picture books, David Wiesner has revealed the magical possibilities of some ordinary thing or happening--a frog on a lily pad, a trip to the Empire State Building, a well-known nursery tale. This time, a day at the beach is the springboard into a wildly imaginative exploration of the mysteries of the deep, and of the qualities that enable us to witness these wonders and delight in them.</DIV>","Juvenile Fiction / Fantasy & Magic","2013-01-11 02:26:48","0","0000-00-00","2013-01-11 02:26:50","14a508c504cf71ffefd96c6ea4adaf97",
"523","Adams, Jennifer|Oliver, Alison","Jane Eyre: a Babylit Counting Primer","9781423624745","Gibbs Smith","2012-03-01","0","7,","audrey,","0","BabyLit Board Book","22","","","0","","","","Board Book","0","","","<p>With the perennial popularity of classic writers like Charlotte Bront?? and Lewis Carroll, Baby Lit  is a fashionable way to introduce your toddler to the world of classic literature. With clever, simple text by Jennifer Adams, paired with stylish design and illustrations by Sugar's Alison Oliver, Little Miss Bront?? and Little Master Carroll are a must for every savvy parent's nursery library. </p> <p>Jennifer Adams is the author of a dozen books including Remarkably Jane: Notable Quotations on Jane Austen and the popular Y Is for Yorick: A Slightly Irreverent ABC Book for Grown-Ups. Jennifer works as a writer and editor in Salt Lake City. </p> <p>Alison Oliver runs Sugar design studio. Alison's design portfolio includes everything from logos to packaging and product design for clients such as Chronicle Books, Citibabes, Aerie, as well as Gibbs Smith. She lives in Manhattan. </p> <p>A series of board books for brilliant babies</p>","Juvenile Fiction / Short Stories","2013-01-13 21:57:09","0","0000-00-00","2013-01-13 21:57:10","ed87a5ce9b1bd35bcd5cc04803ac3cf0",
"524","Marsh, Laura","National Geographic Readers: Sea Turtles","9781426308536","National Geographic Children's Books","2011-07-12","0","7,","audrey,","0","","32","","","0","","","","Paperback","0","","","Who could resist celebrating sea turtles? They may seem like lazy ocean reptiles drifting with the oceans??? currents, but they are actually long-distance swimmers that spend their entire lives searching for food and a mate. What???s more, they come with their own built-in GPS, returning to the exact beach where they were born to lay their own eggs. Kids will learn all about these tranquil and mysterious animals through brilliant photography and illustrations, plus the trusted and distinctive content you love from NG Kids!","Juvenile Nonfiction / Readers / Intermediate","2013-01-13 21:57:41","0","0000-00-00","2013-01-13 21:57:42","64e7999a90cd6600cc15ea0e85222f33",
